customer_tweet_id,customer_message,support_reply
61167,@SpotifyCares In the middle of down with the sickness.,@130006 Thanks! Does it happen when you use the web player in an incognito or a private browsing window? /SY
2917825,@SpotifyCares God bless,@596181 Same to you. Take care 🙂 /JS
2250134,"nah yall took too long , I'm hurt 🙄 https://t.co/bWInFR4Woh",@556335 We're sorry for the delay! We'll be right here if you need anything /JX
2920767,@SpotifyCares It's all fixed! Thanks so much!,@808370 Nice. Glad to hear it's all good. Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ /GK
2313466,@SpotifyCares thank you!!! :),@670859 No worries. Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /NQ
2066352,@SpotifyCares WHERE DID BABY COME BACK BY NO MERCY GO WHAT THE FUCK YALL,@611056 Hey there! Sometimes content gets removed because of licensing or other legal issues. Hopefully we'll have it available again soon /NQ
427471,"When I shuffle stand up comedy the last thing I want suggested is Katy Perry, Miley Cyrus, and DEFINITELY not Coldplay. @SpotifyCares","@216668 Hey Drew, help's here! Can you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt"
1975890,@115888 I don't have premium but I was charged £9.99 a few days ago. Could you explain why this happened? Thanks.,@585130 Hey there. That doesn't sound good. Can you DM us your username or email address? We'll take a look backstage /PC https://t.co/ldFdZRiNAt
2528338,"@SpotifyCares please explain to me why I can not save an unlimited amount of albums to my library on #Spotify. It's…shocking to see this. I am not mad, just confused!😅🤯 https://t.co/hvvN7uSqYO","@719871 Hey Keir! How many tracks would you say you have in Songs (roughly)? e.g. 100, 1000, 5000, or more? /AR"
739480,@SpotifyCares can you make the Havana Spotify video available worldwide please and thanks! https://t.co/vKzEzhTApg,@296859 Hey Rey! Sometimes content is unavailable due to licensing matters in different territories. Hopefully we'll have it up for you soon /NJ
100186,@117153 Your website is down!,"@808342 Hey there! What's happening exactly? Are you getting any error messages when you're accessing our website? If so, a screenshot of it would help /AR"
1880776,"@SpotifyCares for some reason, GBs of music I downloaded to my device vanished again for the 3rd time. So frustrating. Time to move on then","@561315 Hey, sorry to hear that! Check the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /QI"
2518423,"@115888
Please HELP! I have tried several times to add my husband on as a family member and every time it says invalid code. It's been over 3 wks and I'm extremely frustrated, why is it so difficult? Pls look into my acct and advise and not with the same steps on the website!","@717374 Hi Kathy, help's here! Can you send us a DM with your account's email address or username? We'll check it out backstage /VK https://t.co/ldFdZRiNAt"
2733031,@SpotifyCares howcome @92603 is known as Austin moon on the teen beach movie album? https://t.co/RnLNh771ja,"@266583 @92603 @115888 Thanks for the screenshot. Artist names are listed as they're provided by the distributor, so this would be correct for this particular album. We appreciate you reaching out though. Feel free to give us a shout if you have any other questions /JI"
1762505,"@117168 @SpotifyCares @115888 Why is there only a 10,000 song limit?!?!?!",@530305 Hi there! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /AU
2175353,@SpotifyCares No difference ☹️,@277460 Alright. Can you check if reinstalling the app makes a difference? Just follow the steps at https://t.co/46sWVpIvlI /DV
2754910,@SpotifyCares Here you go. spotify:track:1ZL5PqrCxDIDvOE5Ymgr80,@771098 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /LO
664582,"@SpotifyCares No error. The captcha just times out after 30 sec or so. (Tried now on Edge, IE and Firefox) https://t.co/H6ON9bD59p",@278383 Have you tried using a private/incognito window? We might have some luck with this one. Any better? /JP
2050974,@SpotifyCares Can I apply to have another year of student spotify?,"@606524 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt"
773111,@SpotifyCares payment for student premium only via credit card or there will be another way?,"@304689 Right now, the payment options for the student discount are credit and debit cards only. Hope that helps /NQ"
2022700,@SpotifyCares I already reinstall and download all my playlist again.,"@598225 Alright. We've just sent you a DM, so check your inbox /RH"
1485937,"@115888 I tried to subscribe to student premium and it charged me twice before I even filled out the ""proof of student form"" WTF Spotify!",@465070 Hey there! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt
1096231,@115888 all i see is the yearly option for a personal account,@378683 1: Hey Jonathan! It's currently only possible to pay for the Family plan every month. Don't worry - we'll let the relevant folks know...
502643,@116130 Why is 20% of my discover weekly French?,"@235090 Hey Michael! Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week /JP"
1179882,"@SpotifyCares Hi, I am in the Faroe Islands",@397481 Thanks! We've just replied to your DM. Let's continue chatting there /JP
2442033,@SpotifyCares could you get involved with this please? Thinking of going to Apple Music otherwise. https://t.co/fTITdyHp6q cheers.,"@700302 We hear you loud and clear, Michael! We can’t make any promises but we’ll pass your feedback onto the right folks /NS"
1695252,@SpotifyCares Yes,@514332 That's strange. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /ME
116616,@117153 it still doesn't work for me,"@270317 Hey Jazmin, help's here! Could you DM us exactly what's happening? We'll see what we can suggest /CG https://t.co/ldFdZRiNAt"
2913827,why isn’t “make it nasty” on @115888 ?,@806607 Hey! We’ll have it available to you as soon as it’s available to us. We have more info about Spotify content here: https://t.co/0i8GpimuDa. Let us know if there's anything else you'd like us to check out /YM
1342978,@115888 When will ''Trial By Fire'' album be available?,"@433214 Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /DF"
1170460,@SpotifyCares when will you launch in India?,"@395285 1: Hey Sanchit! We're launching regularly in countries around the world. If you haven't already, sign up here..."
513037,"@SpotifyCares Splendid! Thanks, it is appreciated.","@238037 No worries! If you ever need anything else, just shout and we'll come running 🏃 /DF"
2190752,"@SpotifyCares Wear-watch (Fossil Q), Plantronics Fit and M90, Sony SBH60. None of them work. Can't really say when it started. At least a month ago.","@641288 Can you try using your Bluetooth accessories on a different device running Spotify, and see if the issue persists? /LM"
1656003,@117153 i have paid for my subscription the funds have left my account but my account is still “free” please help.,@505339 Hi Olivia! Can you send over your account's email address via DM? We'll take a look backstage /NJ https://t.co/ldFdZRiNAt
1292221,@115888 someone stole my account y'all,@422192 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt
2287579,@SpotifyCares Are you guys ever going to increase the download limit?,@664634 2: You can also vote for the official idea here: https://t.co/Z9OErWpTNz /KB
2037091,@SpotifyCares I need your help with something,"@602290 Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /RB"
1055025,@SpotifyCares ok cool thanks!,@369286 https://t.co/qAh6tjWU33! You know where to find us if there's anything else 🙂 /AK
1727529,"@SpotifyCares Any way of blocking an artist? I’ve “down voted” this one artist about 20 times today, but your “shuffle radio” plays them.","@522424 Hi! This isn't possible right now, but you can show your support for the idea on our Community: https://t.co/oGDLtirXki /RC"
1910031,@115888 My new s8 but keeps shutting off during regular playing. Wondering if it's a compatibility issue. And how can i fix this? 😡,"@568999 Hey Ernesto! Is this happening on any other devices? Also, can you DM us your account's email address and username? We'll take a look /MQ https://t.co/ldFdZRiNAt"
2779507,Hey when will #reputation be  on @115888 ? Do you have the exact date?,"@776368 Hey there! We’ll have it available to you as soon as it’s available to us For now, check out the singles: https://t.co/3h0TnPWP0c /CG"
39773,"@SpotifyCares Spotify think I get wrong password, so I try to reset my password with myusername: linalthf, but I forgot what e-mail I used. Can u help me?",@124711 Got it! We'd like to share some info with you in private. Could you send us a DM instead? We'll look out for your reply /GU https://t.co/ldFdZRiNAt
2963992,"@SpotifyCares Yes I understand there is a limit, but why?",@817825 1: In this case. the reason is because less than 1% of users reach the 10k limit on Your Music. The current limit ensures a great...
1966541,@SpotifyCares I keep getting emails saying welcome to spotify Premium even though I already have premium? 🤔,@327557 Hi Chloe! Help's here. Can you DM us your account's username or email address? We'll check things backstage /MU https://t.co/ldFdZRiNAt
742594,"@SpotifyCares since I installed macOS High Sierra, the Spotify app often uses 100% or even 150% of my CPU. Bug?","@297559 Hi there! Just to check, did the issue only happen when you've upgraded to High Sierra? Also, what's the Spotify version you're rocking? /JM"
2322456,@SpotifyCares My college doesn’t provide a student email unfortunately so can’t have uni days😩 oh well will have to stick to free! Thank you,"@672964 Don't worry, you can use any email address to sign up through UNiDAYS. Let us know if you have any other questions /GU"
647493,@SpotifyCares is there any way to view playlist followers?,"@273819 Hi there! At this time, we're afraid this isn't possible. We'll pass on your feedback to the right team /NQ"
2692980,"@SpotifyCares The surprise was that the song WASN'T on the ""Christmas in Canada"" playlist. 😭 But luckily I can add it to my own playlist.","@756950 Whoops, sorry about that! We hadn't had our coffee when we sent that tweet. We’ll be sure to let the right team know it's an addition you'd like to see /TB"
2950127,@115888 whats the presale code for brad paisley concert for bemidji mn,"@717507 Hey Daniel! We don't have any specific codes, but we'll be sending them out by email to some of Brad Paisley's biggest fans on Spotify. Hopefully you're one of them 🙂 /NH"
1095365,@SpotifyCares So far I've sent 3 tweets and two DM's - no response.,@235312 Hey! Sorry for the delay. We've just sent a DM your way. Let's carry on chatting there /ME
1000267,@SpotifyCares hi spotify having complications recovering my password i've tried everything could you help please?,@356814 Hi Scott! What's happening exactly? Are you getting any specific error messages when you try resetting your password? We'll help out /NJ
2122763,"Now Spotify is jumping, like a scratched cd. This phone knows it's being replaced next week!","@226865 Hey Matt! Help's here. Can you send us the device, OS, and Spotify version you're using? We'll see what we can suggest /JN"
2674007,我真的是快被spotify搞瘋了！！！！！ wth !!!   @SpotifyCares https://t.co/wMBWYTwghb,"@752778 2: Also, we've replied to your DM. Check it out and we'll continue over there /RC"
1554525,.@115888 Any progress on a new app for the TV systems you removed apps from (@26804 here ) 4 months with an inferior solution.  Still puzzled as to why a great app needed removing?,"@480814 Hi there! At this time, we're afraid we don't have any additional info to share about this. We hear you. Your feedback has been noted and passed onto the team /NQ"
1338288,@115888 says I have too much music saved to my library on my Premium account?I guess it’s time to try Apple Music again.,@432157 Hey Justin! Can you send us a screenshot of the message you're getting? We'll take a look /MA
2484131,"@SpotifyCares Hahaha they're not really 145 minutes long, it just comes up with that for some reason. Probably just a bug! Cheers though 😂","@709666 No worries! If you get the same issue in the future, can you let us know if restarting the app helps? Keep us posted /NQ"
1870103,@SpotifyCares Yeah for the music playlist that I downloaded to play offline. Is there a difference? 🤔,@558533 2: keep the music in Your Library though 🙂 Hope that explains it /GS
2606366,@SpotifyCares Why can I no longer see the exact date albums and singles came out? I think you guys need to fix that...,@737371 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF
2018847,@SpotifyCares Since you have student discount for premium memberships do you also have military discount?,@597036 Hey! We're afraid we don't have a military discount yet. You can vote for the idea and share your thoughts here: https://t.co/XmDgzVaBbQ /JU
2018256,can @115888 add a listening history feature? sometimes i listen to suggested songs and forget to add them,"@596859 Hey! In the Queue for the desktop app, you can head to the History tab to check out some of your recently played tracks. Stay awesome 😁 /TY"
1105794,@SpotifyCares Thank you! 💛,"@380957 No worries! We're glad we could help out. If you ever need anything else, just shout and we'll come running 🏃 /DF"
1827401,"@SpotifyCares I have a family subscription. And try to invite one of my family members. but they are not receiving the email.
Can you help?","@548452 Hey Simon, help's here! Could you DM us your account's username or email address? We'll check behind the scenes /RE https://t.co/ldFdZRiNAt"
1382807,@SpotifyCares If i can't listen to the music that i want then what is the point of evrn using your service instead of something else?,@441825 1: Sorry to hear that you feel that way. Keep in mind that Suggested Tracks help keep our Free service free. The possiblity of getting...
564542,"@SpotifyCares Been 12 hours, still no answer. $10/month for the music, not customer service",@252244 Can you DM us your account's email address or username? We'll check things backstage /KM https://t.co/ldFdZRiNAt
2019030,"Please, @115888 @SpotifyCares , I’m begging you to add more Lolita songs/albums. That’s all I want for Xmas
 😭🙏🏽😭
 https://t.co/j2zJvmBzMT","@597094 Hey Muñeca, we hear you! We’d love to have all of her stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /CH"
2023805,Okayyyy but where’s hello? Aka my favorite song? @115888 @SpotifyCares https://t.co/UHT4gVI0Uz,"@598522 Hi there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GK"
393174,Shame you can't remove songs from Discovery Playlist on @115888. Spotted an upcoming U2 song and can't preemptively skip it.,"@209117 Hey! Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week /TB"
2364796,"@SpotifyCares Suddenly I lost all my Playlists, saved albums and songs etc. I don't know if I my account have been compromised. I did reset my password and logged out of all devices. Can you bring back my library?",@682730 Hey Benjamin! We've already replied to your DM. Check your inbox to find our response /CH
2225619,I am upset that #Decode by @15428 is not on @115888,"@649704 Hey Dylan! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GK"
576182,"@SpotifyCares Figured it out! If you sign in with your email as the username it opens your account but not premium, only a free account. Is this a Glitch?",@255584 Hmm. It's possible that you have another account which is on Free. Can you DM us the email address you used to log in? We'll check under the hood /KM https://t.co/ldFdZRiNAt
1144324,Been logged out of Spotify :(((((,@389345 Hey Serena! Can you give us more info on what's happening? We'll see what we can suggest /DB
465264,@SpotifyCares Im using a Samsung galaxy s7,@225673 Can you fire over your account's email address? We'll take a look backstage /RA
976833,@115888 It is free?,"@351678 Hey! That's right. To learn more about Spotify Free, just head to https://t.co/QV4vUFYlXG /JL"
1744017,@SpotifyCares I created my acc via facebook but I already disconnected fb from my acc. Now sm1 used my acc so I wanted to change pw but cant,@525999 Hi there. Can you DM us your account's email address? We'll take a look backstage /LM https://t.co/ldFdZRiNAt
2040344,I LOVE when @115888 gets rid of all of my music and I have to download 1500 songs again 😁😁😁😁,@603297 Hi! Sorry to hear that. The steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF should help with this. Check it out /MC
1505061,Why do you have Frank Ocean's songs on Daniel Caesar's album @115888 https://t.co/5pc1aTOczZ,@469300 Hey there! Can you send us the link to the album? We'll have a look /NS
2950164,Why isn't @284369 song Glow in the Dark on @115888? Sort it out lads #EpicTune,"@814727 Hey Tomas! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /TR"
654600,How did Fleet foxes get on #Blues radio in @115888??,@275719 Hey there! Can you DM us your account's username or email address? We'll check backstage /NG https://t.co/ldFdZRiNAt
147378,@115888 Whhhhaattt ? My library isn't unlimited ?? https://t.co/AgjVsgpfZi,@149487 Hi Michelle! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /AU
1882224,@115888 why does your @127972 app not pull in playlists anymore? Not functional at all anymore,@561694 Hi Matt! We have some info about the Spotify app on Roku here: https://t.co/titMn0j3Im. Give us a shout if there's anything else /BM
313051,"@SpotifyCares Can y'all make the explicit version of ""Blue Pill"" by Metro Boomin available in the US please.",@190761 Hey John. We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /MO
885101,"@115888 When I turn on shuffle play for A$AP Rocky, only A$AP Ferg plays. There is a difference.",@330174 Hey Mia! We'd love to help out. Can you tell us what's happening exactly? /LO
61178,"@SpotifyCares The US,, I'm sure they aren't available, they're pretty rare, to even buy","@130007 Thanks! We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa. For anything else, let us know /GU"
2344091,"@SpotifyCares Got it haha thanks, spotify.","@677915 No worries! If you ever need us again, just let us know. We're always here to help /CB"
2304486,"@SpotifyCares Hi Spotify! Many wouldn't class Chris &amp; Kem's effort as grime, so was making a joke based on that. The rest of the playlist is class 🙂","@668637 1: Oh, thanks for explaining further! Our Curation team is independent &amp; uses taste, data, research, and trends to create..."
2572185,@SpotifyCares but will you actually or are you just saying that to make me feel good,"@394388 We understand where you're coming from. Rest assured, your feedback has been noted, and we'll make sure it reaches them. Any questions, we're just a tweet away /JE"
1535911,@115888 I need help with my account. How do I manage the members,"@476233 Hey there! If you have the Premium for Family plan, you can find all the info about it at https://t.co/T4jdZnce4p. Check it out 🙂 /BH"
2736077,@SpotifyCares I'm trying to register my premium for family but this error code keeps coming up - help please! https://t.co/wONIxjukCC,"@243854 Hi there, apologies for the delay! We answer tweets in the order we receive them. Not to worry, we'll do our best to sort this out. Can you DM us your account's email address? We'll take a look backstage /AK https://t.co/ldFdZRiNAt"
2318532,"Here’s a song for you… I Am the Resurrection - Remastered by The Stone Roses
https://t.co/oK2IV0U8jH
@SpotifyCares inform intetnational users when purchasing a gift card to use @115993 
#GoodShit im getting flogged tonight ...#DrunkAsTenCunts #Flaggon hashtagFlaggon FlaggonHard",@672095 Hey! Could you send us a DM with your account's email address or username? We'll take a look /AY https://t.co/ldFdZRiNAt
2198162,@SpotifyCares What’s your favourite britney song?,"@642976 On a personal level, that'd be ""Sometimes"" and ""Lucky"". How about you? /DD"
1124962,Spotify inbox and messages are gone forever. Very disappointing :( @SpotifyCares https://t.co/CoDP4WnUYf,"@385264 Hi Iñaki! Sorry to hear that. Rest assured, we're passing on all feedback about this. Thanks for sharing your thoughts /AU"
1815586,@115888 one shouldn't hear the same song twice in an hour while listening to a 52 hr playlist,"@545397 2: know that this is something you'd like for us to improve on. Also, just be sure to add your feedback here: https://t.co/T3vZnSL3od /CH"
2268717,@660208 @115888 Ohh... Well that's wierd.... Thank you tho :),"@660207 You're welcome. If yo have any other questions, feel free to give us a tweet! Have a nice day 🙂 /DR"
1288443,@115888 Hello. Can I speak to someone about my account pretty please? Thanks,@421355 Hey there! Could you DM us your username and email address? We'll be happy to lend a hand /TW https://t.co/ldFdZRiNAt
897290,"@SpotifyCares you added an incorrect album to this artists page - this is Lydia (band, USA) and the album is from Lydia (singer, Japan) https://t.co/cyI4lDZpC9","@333080 Hey, help's here! Can you send us the Spotify URI? Just right-click the album &gt; Share &gt; URI? Keep us posted /JS"
654544,@SpotifyCares Can you please help me with my premium account? Thank you :),"@275706 Hey there! We'll help out. Can you let us know what's happening exactly? If you can DM us your account's email address, that'd be great. We'll take a look under the hood /AN https://t.co/ldFdZRiNAt"
318309,@SpotifyCares just cannot log onto it on my laptop or PC on the app,@191949 Hey! That's not cool. Can you DM us your account's email address? We'll take a look /M https://t.co/ldFdZRiNAt
131819,"@spotifycares why in the world is the volume low on my Spotify for Android? The loudest is still pretty low in volume! Please fix this! My Google Play Music's volume is fine, and it's on the same phone. This is incredibly annoying",@145723 Hi Ammar! Help's here. Can you try logging out &gt; restarting your device &gt; logging back in to see if it makes a difference? Keep us posted /MU
1246953,@SpotifyCares Followed your directions exactly and still no :((,"@412552 Hmm. Is this happening over 3G/4G, WiFi, or both? Can you also DM us your account's username or email address? /YM https://t.co/ldFdZRiNAt"
1458243,"Hey @115888 loving this NYC Strong playlist,  but pretty sure this song is about Astoria, OR, not NYC. https://t.co/GtqKTtFoqm","@458458 Hey Emily! Your feedback matters. No worries, we’ll get this passed onto the right team /MS"
723050,@SpotifyCares Seems to be working! Thank you🤘,@293133 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB
2145967,"Come on, @115888. How did you miss the opportunity to call this playlist ""Panic! At The Discography""? https://t.co/iSHA0yr1tJ","@630861 Hi there! Sometimes content becomes unavailable due to licensing. More info at https://t.co/YlV1IAXwsi. Any questions, just shout /LM"
211063,@SpotifyCares hi! just wondering if there’s a way to change my language options? I reside in HK but can’t read Chinese… https://t.co/LSOlC8dZXB,@165996 Hi Becca! Help's here. You could try changing the app's language. Here's our guide: https://t.co/t2KkkFsxr7 /MU
2853058,Hi @SpotifyCares Having issues with albums that have been downloaded to listen offline. On numerous occasions now ALL my downloaded albums have been removed. All downloaded playlists remain but not albums. This is V annoying as I listen on the go and have to re-download again,"@793166 Hey Ollie, this doesn't sound good! Could you send us a DM with your account's username or email address? We'll take a look backstage 🔍 /DB https://t.co/ldFdZRiNAt"
2517251,@SpotifyCares Brooooo im real life struggling and I need the spotify premium b,"@717059 Don't worry. If you haven't had Premium yet, you can get a free trial at https://t.co/WB5TSxRfDe 🙂 /KT"
2785009,".@115888 Please if there is a way to ban all autotune vocal music, tell me. There is so much ""bad"" music ..to my taste. Please make it stop. #autotune https://t.co/bKzJCenfH4","@777604 Hey there! This isn’t possible right now, but we have more info about this on our Community. Check it out: https://t.co/oGDLtirXki /NQ"
370880,"@SpotifyCares 3/ Other times, the app signs itself out. I had to reinstall all music onto my device once.","@203828 That's not cool. Can you let us know your phone's model, OS, and Spotify version? We'll see what we can suggest /DV"
1124450,@SpotifyCares Hi I'm paying for premium but the premium service has stopped,@385145 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /CO
429212,@SpotifyCares The new search result UI on desktop is so much harder to navigate by keyboard!,@217068 Hey Jeff! Can you tell us more about what's happening? What operating system and Spotify version are you on? /AY
2066388,@SpotifyCares why do you keep logging me out and unsyncing my music,@382915 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /MT
824189,@SpotifyCares I got it! Thank you though. It started working a bit later.,@316323 Glad to hear it's working! Just give us a shout if you ever need us again. We're here for you /SU
338316,@SpotifyCares I hate how my username is just a bunch of letters can y'all help a girl out and change it pleasee,"@196757 1: Hey Vic! We're afraid it's currently not possible to choose a username at sign-up, but you can add a display name instead."
885121,Anyone else’s spotify fucking up,@330177 Hi Carla! That doesn't sound good. Can you let us know what's happening exactly? We'd love to lend a hand /LP
1029770,Furious with @117168 @hulu_support It's not letting me connect the accounts! https://t.co/2gUuvG67CL,"@363640 Hi Luis. Don't worry, help's here. Can you DM us your username or email address so we can check /JU https://t.co/ldFdZRiNAt"
2789310,@147836 There has been an ongoing Spotify community thread since 2013 about military and veterans not getting a discount. You there? lol,@778582 2: Be sure to leave your thoughts for us to pass on here: https://t.co/XmDgzVaBbQ /K
590145,How @115888 doesn't have an in-app sharing option is crazy to me. I don't want to email or FB messenger links to songs to my friends. They are also on Spotify! Let me send them a notification!,"@259555 Hey Jason! We have some info about this here: https://t.co/MC1kezyA1I. For now, you can share your tunes by following the steps at https://t.co/gvunTlF3LR. Give us a shout if you have any other questions /DB"
1922738,@SpotifyCares why do all my downloaded songs keep in downloading? This is the 5th time it’s happened...,"@572388 Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help /RH"
2114191,"Wow. All my downloaded/saved songs have been deleted from my premium account with no action on my part. This is infuriating @SpotifyCares, and there's no support to talk to!",@623335 Hi Mia! We're happy to hear that restarting the app helped. We have some further info on this here at: https://t.co/38J7tFlIBF /JI
1698010,@115888 I have premium... how come me and my partner have to listen to the same music when apart??! What's the point of premium??,@515018 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt
1452506,"@SpotifyCares And now I'm at home, when I click the button, nothing happens",@457088 Got it. Can you DM us your account's username or email address? We'll continue helping out backstage /AG https://t.co/ldFdZRiNAt
2420182,@115888 OMG really!! Can I still get student premium if I already am on the regular premium one? Please!!!! Pretty Please!!!,"@695231 Hey there! To apply for the student discount, just head here: https://t.co/xbU7d8wpTJ. Let us know how this goes /CG"
2828710,@115888 does the app just not work in Fiji or something? Cause I’ve been trying to sign up and it won’t let me😩😭,@787774 Hey there! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /KL
1823798,"Dear @115888,
Please put the entire ""Heathers"" soundtrack on.
Sincerely, 
An obsessed fangirl",@547475 Hey Elisa! We’ll have it available to you as soon as it’s available to us. More info about Spotify content here: https://t.co/0i8GpimuDa /CH
2504236,When will the reputation album be available on Spotify???,"@422170 Hi Sam! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c💚 /GN"
273222,@148611 @SpotifyCares thank you. I'll wait,@181253 @148611 Hi! We've just sent a DM your way. Let's carry on chatting there /RA
44370,@115888 Can i still avail that even if i'm already on premium?,@226110 Hey there! Can you send us a DM with your account's email address or username?  We'll take a look backstage /AR https://t.co/ldFdZRiNAt
1922429,@115888 Why my Spotify already locked my music? Even I have wifi.,"@572301 Hey! Can you give us more info about what's happening? Also, could you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt"
1982313,@SpotifyCares It never told me to cancel before my free trial ended and now im down 10 bucks rip,"@586773 Hey Leo, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZRiNAt"
2234717,"@SpotifyCares Hey Spotify, I had premium through Rogers, but have since made changes to my account. I should lose premium, right? Your site is still saying I have premium thru them. I wanna change to a family plan. How can I do that?","@651825 Hey Jess, help's here! Could you DM us your account's username and email address? We'll check backstage for you 🙂 /BX https://t.co/ldFdZRiNAt"
189907,"@115888 So boom, you telling me I can get Spotify Premium *AND* Hulu for $4.99/month? https://t.co/jL92tSuRzz","@539972 Hey! You got that right. This deal's available to eligible users. If you need any help, feel free to DM us your username/email address /LP https://t.co/ldFdZRiNAt"
203133,@SpotifyCares sorry to report that a just have radio silence. I am using WIFI. Just getting silence. Please advise,"@164069 Got it. Do logging out, restarting your device, and logging back in help at all? Keep us posted /ME"
900451,"@118266 @SpotifyCares maximum number of connected device. But, i only used my phone... What happen??",@333757 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /KM
1238333,@SpotifyCares Isn't it a great idea to get your playlists automatically put on alphabetic order? I would love it!,@410469 Hi Timo! We have more info on how to this at https://t.co/27tQ1zSRpW. Let us know if it helps /BE
2052028,@115888 do me a solid and bring back the spotify app on LG TVs,"@606863 Hey! As we look to improve the overall Spotify experience, we are removing the app from LG TVs. More info here: https://t.co/D2p6hgpCoW /MC"
1906571,"@SpotifyCares Hello, I am trying to update my creditcard details after payment failure. It says: updating........but nothing happends.","@568072 Hey there, help's here! Could you DM us your account's username or email address? We'll take a look backstage /JO https://t.co/ldFdZRiNAt"
2972960,"@115888 bring @55648 back, my playlist is not the same without his songs 😭",@819953 Hey there. Thanks for reaching out! There's some info on Spotify content here: https://t.co/1dgftcFtzc /AR
169718,@SpotifyCares IPhone 7. Very odd? Consistent tonight. As per your request deleted old version &amp; updated to new one?? Same issue. Maybe local to the phone but bloody awful to sort out playlist when pissed ✋🏼✋🏼👀👀,@155528 Got it. Is this issue happening on other devices? You might need to do a soft reset by turning your device off and on. Keep us posted /AV
468359,@117153 should I start to worry about my card link to your system? You always have this payment issues.,@357393 Hey there! We're here to help. Can you let us know what's happening exactly? We'll see what we can suggest /AN
1933708,Getting really pissed that ojuelegba remix keeps getting removed from Spotify 🙃🙃🙃 @575404 @115888,@575403 Hi! Sorry to hear you feel that way. Sometimes content gets temporarily removed due to licensing changes. https://t.co/0i8GpimuDa /DD
1519384,Why don’t Spotify do a ‘recently added’ like iTunes? Why’s Spotify shuffle so poor? Cmon guys @SpotifyCares,@472404 Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /MQ
1991590,@SpotifyCares hey! I used to log in with FB but shut my acct and can’t access my Spotify!! 😭 help!,@589416 Hey there! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt
1130683,Can @115888 come to Nigeria . Am tired of Apple Music .,"@340091 Hi there! Hopefully we'll be there soon. If there's anything else, let us know /RS"
507410,@115888 @SpotifyCares 4.4.2,@236473 Hey Devin! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /ZO
566293,@SpotifyCares I created an account with my old Facebook account that was set up with my old number. I added premium as well however I want to cancel it &amp; I cannot as I can’t sign into the account anymore. Can you please help me cancel it?,@252751 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt
2659141,@SpotifyCares My android is samsung galaxy s7 and the spotify version I have is 8.4.25.771armv7,@749545 Could you send us a DM with your account's email address or username? We'll take a look backstage /MA https://t.co/ldFdZRiNAt
